Date	State
11-6-16	FL
11-6-16	CA
11-6-16	CA
11-6-16	MO
11-6-16	WI
11-6-16	MI
11-6-16	AL
11-6-16	IN
11-6-16	LA
11-6-16	CA
11-6-16	AZ
11-6-16	IA
11-6-16	CO
11-6-16	AZ
11-6-16	RI
10-6-16	NM
10-6-16	CA
10-6-16	SC
10-6-16	NC
10-6-16	ON
10-6-16	ME
10-6-16	ON
10-6-16	NJ
10-6-16	VA
10-6-16	NC
10-6-16	NC
10-6-16	NC
10-6-16	WV
10-6-16	KS
10-6-16	FL
10-6-16	MO
10-6-16	CA
10-6-16	WA
10-6-16	WA
10-6-16	KS
9-6-16	NC
9-6-16	MB
9-6-16	VA
9-6-16	NC
9-6-16	KY
9-6-16	SC
9-6-16	MI
9-6-16	NC
9-6-16	MS
8-6-16	NY
8-6-16	NY
8-6-16	OK
8-6-16	CA
8-6-16	CA
8-6-16	NC
8-6-16	CA
8-6-16	CA
8-6-16	CA
8-6-16	NC
8-6-16	CA
8-6-16	LA
7-6-16	OR
7-6-16	VA
7-6-16	CA
7-6-16	WI
7-6-16	WI
7-6-16	SC
7-6-16	SC
7-6-16	MO
6-6-16	OH
6-6-16	VA
6-6-16	IL
6-6-16	MA
6-6-16	WV
6-6-16	CT
6-6-16	CT
6-6-16	WA
6-6-16	CA
6-6-16	MO
6-6-16	MO
6-6-16	MO
6-6-16	MO
6-6-16	IL
6-6-16	AZ
6-6-16	ND
5-6-16	CO
5-6-16	NY
5-6-16	QC
5-6-16	IL
5-6-16	CO
5-6-16	NC
5-6-16	CA
5-6-16	AK
4-6-16	CA
4-6-16	CA
4-6-16	KS
4-6-16	CA
4-6-16	SD
4-6-16	FL
4-6-16	WI
4-6-16	SC
4-6-16	MA
4-6-16	SC
4-6-16	IA
4-6-16	IN
4-6-16	WA
4-6-16	WA
4-6-16	NV
4-6-16	ID
4-6-16	CA
4-6-16	CA
4-6-16	VA
4-6-16	KS
3-6-16	OR
3-6-16	MA
3-6-16	WA
3-6-16	MA
3-6-16	MI
3-6-16	PA
3-6-16	NH
3-6-16	CA
3-6-16	CA
3-6-16	SC
3-6-16	SC
3-6-16	OH
3-6-16	CA
3-6-16	ME
3-6-16	ME
3-6-16	IL
3-6-16	NC
3-6-16	ON
3-6-16	AZ
3-6-16	CA
3-6-16	MT
3-6-16	IL
3-6-16	AL
2-6-16	AZ
2-6-16	OR
2-6-16	TX
2-6-16	AZ
2-6-16	AZ
2-6-16	AZ
2-6-16	AZ
2-6-16	AZ
2-6-16	AZ
2-6-16	AZ
2-6-16	AZ
2-6-16	NV
2-6-16	AZ
2-6-16	NC
1-6-16	NV
1-6-16	MA
1-6-16	VA
1-6-16	IL
1-6-16	CA
1-6-16	CA
1-6-16	DE
1-6-16	AZ
1-6-16	CO
1-6-16	RI
5-31-16	NM
5-31-16	PA
5-31-16	PA
5-31-16	ME
5-31-16	ME
5-30-16	OH
5-30-16	FL
5-30-16	IL
5-30-16	GA
5-30-16	FL
5-30-16	NY
5-30-16	NY
5-30-16	AZ
5-30-16	AZ
5-30-16	WA
5-30-16	MN
5-30-16	ME
5-30-16	ON
5-30-16	MN
5-30-16	MN
5-30-16	WA
5-29-16	NV
5-29-16	AZ
5-29-16	MT
5-29-16	WA
5-29-16	WV
5-29-16	GA
5-29-16	GA
5-29-16	IL
5-29-16	GA
5-29-16	TX
5-29-16	FL
5-29-16	WI
5-29-16	FL
5-29-16	FL
5-29-16	TN
5-29-16	IL
5-29-16	ON
5-29-16	CT
5-29-16	MO
5-29-16	WI
5-29-16	TN
5-29-16	AK
5-29-16	IL
5-29-16	AZ
5-29-16	OH
5-29-16	MA
5-29-16	FL
5-29-16	IN
5-28-16	PA
5-28-16	CO
5-28-16	NC
5-28-16	MD
5-28-16	FL
5-28-16	TX
5-28-16	NJ
5-28-16	NH
5-28-16	WI
5-28-16	CO
5-28-16	FL
5-28-16	IA
5-28-16	FL
5-28-16	AZ
5-28-16	IL
5-28-16	IL
5-27-16	CO
5-27-16	FL
5-27-16	NY
5-27-16	FL
5-27-16	MI
5-27-16	MI
5-27-16	CA
5-27-16	ON
5-27-16	MA
5-27-16	AZ
5-27-16	WA
5-27-16	CA
5-26-16	NC
5-26-16	FL
5-26-16	CA
5-26-16	NC
5-26-16	CT
5-26-16	NC
5-26-16	CA
5-25-16	OH
5-25-16	CA
5-25-16	WA
5-25-16	NM
5-25-16	NM
5-25-16	ID
5-25-16	NM
5-25-16	CO
5-25-16	CA
5-24-16	MN
5-24-16	WI
5-24-16	MO
5-24-16	MO
5-24-16	NC
5-24-16	KY
5-24-16	OH
5-24-16	WA
5-24-16	CA
5-24-16	FL
5-24-16	WA
5-23-16	ON
5-23-16	MI
5-23-16	IN
5-23-16	NY
5-23-16	FL
5-23-16	MO
5-23-16	SD
5-23-16	TN
5-22-16	UT
5-22-16	AZ
5-22-16	CO
5-22-16	MT
5-22-16	WI
5-22-16	SC
5-22-16	AR
5-22-16	WI
5-22-16	OH
5-22-16	IN
5-22-16	WA
5-22-16	CO
5-22-16	FL
5-21-16	PA
5-21-16	WI
5-21-16	WI
5-21-16	MN
5-21-16	CA
5-21-16	FL
5-21-16	CO
5-21-16	IL
5-21-16	NJ
5-21-16	TN
5-21-16	NC
5-21-16	FL
5-21-16	SC
5-21-16	CA
5-21-16	NY
5-21-16	NV
5-21-16	WI
5-21-16	TX
5-21-16	WV
5-20-16	WI
5-20-16	NY
5-20-16	NY
5-20-16	OK
5-20-16	WA
5-20-16	WA
5-20-16	OH
5-20-16	IN
5-20-16	PA
5-20-16	OR
5-19-16	ID
5-19-16	TN
5-19-16	AZ
5-19-16	CO
5-19-16	MD
5-19-16	TN
5-19-16	NY
5-19-16	MA
5-19-16	IL
5-19-16	CA
5-19-16	PA
5-19-16	NH
5-19-16	NM
5-18-16	NY
5-18-16	NY
5-18-16	ME
5-18-16	CA
5-18-16	NY
5-18-16	MA
5-18-16	TX
5-18-16	CA
5-17-16	TX
5-17-16	NC
5-17-16	NY
5-17-16	MI
5-17-16	KY
5-17-16	MA
5-17-16	ME
5-17-16	NY
5-17-16	NE
5-16-16	AZ
5-16-16	FL
5-16-16	IN
5-16-16	PA
5-16-16	NY
5-16-16	FL
5-15-16	OR
5-15-16	IA
5-15-16	IL
5-15-16	SC
5-15-16	SC
5-15-16	NY
5-15-16	WI
5-15-16	UT
5-15-16	CA
5-15-16	GA
5-15-16	AL
5-15-16	TX
5-15-16	FL
5-15-16	MS
5-14-16	NC
5-14-16	UT
5-14-16	IL
5-14-16	NJ
5-14-16	IN
5-14-16	CA
5-14-16	FL
5-14-16	UT
5-14-16	NC
5-14-16	AZ
5-14-16	NC
5-14-16	NM
5-14-16	VA
5-14-16	OK
5-14-16	NC
5-14-16	OR
5-13-16	CO
5-13-16	UT
5-13-16	KY
5-13-16	GA
5-13-16	WA
5-13-16	TX
5-13-16	NC
5-13-16	FL
5-13-16	FL
5-13-16	ON
5-13-16	WA
5-13-16	NH
5-13-16	AK
12-5-16	FL
12-5-16	NV
12-5-16	OR
12-5-16	DE
12-5-16	CA
12-5-16	WA
11-5-16	WA
11-5-16	MN
11-5-16	MA
11-5-16	QC
11-5-16	CA
11-5-16	AZ
11-5-16	FL
11-5-16	MO
11-5-16	OR
11-5-16	ON
11-5-16	AZ
11-5-16	TN
11-5-16	KS
10-5-16	AZ
10-5-16	CA
10-5-16	NM
10-5-16	MA
10-5-16	NY
10-5-16	KS
10-5-16	FL
10-5-16	FL
9-5-16	NJ
9-5-16	MI
9-5-16	CO
9-5-16	CO
9-5-16	NC
9-5-16	FL
9-5-16	GA
9-5-16	LA
9-5-16	CA
9-5-16	FL
9-5-16	MO
9-5-16	NJ
8-5-16	NJ
8-5-16	FL
8-5-16	SC
8-5-16	PA
8-5-16	GA
8-5-16	VA
8-5-16	LA
8-5-16	NC
8-5-16	LA
7-5-16	KS
7-5-16	CO
7-5-16	CA
7-5-16	IL
7-5-16	WA
7-5-16	MD
7-5-16	MS
7-5-16	WI
7-5-16	QC
7-5-16	KY
7-5-16	LA
7-5-16	OR
7-5-16	FL
7-5-16	LA
7-5-16	CO
7-5-16	FL
6-5-16	IL
6-5-16	ID
6-5-16	ID
6-5-16	FL
6-5-16	IL
6-5-16	WI
6-5-16	NM
6-5-16	TX
6-5-16	TN
6-5-16	FL
6-5-16	FL
6-5-16	FL
6-5-16	FL
6-5-16	FL
6-5-16	NC
5-5-16	IL
5-5-16	CO
5-5-16	MS
5-5-16	FL
5-5-16	FL
5-5-16	FL
5-5-16	TN
5-5-16	MN
5-5-16	TN
5-5-16	AB
5-5-16	MN
5-5-16	IA
5-5-16	FL
4-5-16	FL
4-5-16	MN
4-5-16	CA
4-5-16	VA
4-5-16	CA
4-5-16	AZ
4-5-16	NV
4-5-16	CA
4-5-16	AZ
4-5-16	CO
4-5-16	NM
3-5-16	KY
3-5-16	MN
3-5-16	OH
3-5-16	MS
3-5-16	CO
3-5-16	GA
3-5-16	PA
3-5-16	GA
3-5-16	UT
3-5-16	AZ
3-5-16	NH
2-5-16	NC
2-5-16	AR
2-5-16	CO
2-5-16	BC
2-5-16	NC
1-5-16	CO
1-5-16	FL
1-5-16	FL
1-5-16	AZ
1-5-16	CO
1-5-16	MN
1-5-16	MO
1-5-16	FL
1-5-16	AB
1-5-16	MO
1-5-16	MB
4-30-16	PA
4-30-16	WI
4-30-16	TX
4-30-16	PA
4-30-16	PA
4-30-16	CA
4-30-16	CT
4-30-16	CA
4-30-16	MI
4-29-16	NY
4-29-16	WA
4-29-16	MI
4-29-16	MI
4-29-16	FL
4-29-16	ME
4-29-16	CA
4-29-16	CA
4-29-16	MS
4-29-16	IL
4-29-16	NH
4-29-16	FL
4-28-16	FL
4-28-16	CA
4-28-16	RI
4-28-16	SC
4-28-16	SC
4-28-16	NM
4-28-16	AR
4-28-16	NC
4-16-28	AZ
4-27-16	NY
4-27-16	MI
4-27-16	SC
4-27-16	NM
4-27-16	NC
4-27-16	RI
4-27-16	TX
4-26-16	LA
4-26-16	LA
4-26-16	TX
4-26-16	UT
4-26-16	CA
4-26-16	CA
4-26-16	SC
4-26-16	CA
4-26-16	NC
4-26-16	CA
4-26-16	GA
4-26-16	CO
4-25-16	SC
4-25-16	IL
4-25-16	CA
4-25-16	HI
4-25-16	WA
4-25-16	GA
4-25-16	NY
4-25-16	FL
4-25-16	IN
4-24-16	SC
4-24-16	GA
4-24-16	TN
4-24-16	ON
4-24-16	ON
4-24-16	IL
4-24-16	KY
4-24-16	OH
4-24-16	MA
4-24-16	NJ
4-24-16	CO
4-24-16	NC
4-24-16	TX
4-23-16	MN
4-23-16	MN
4-23-16	AZ
4-23-16	MI
4-23-16	FL
4-23-16	FL
4-23-16	FL
4-23-16	FL
4-23-16	GA
4-23-16	CA
4-23-16	FL
4-23-16	AZ
4-23-16	WI
4-23-16	CT
4-23-16	FL
4-23-16	CA
4-23-16	IL
4-23-16	MO
4-23-16	TX
4-23-16	VA
4-23-16	MO
4-22-16	TX
4-22-16	AZ
4-22-16	AB
4-22-16	GA
4-22-16	VA
4-22-16	TX
4-22-16	CA
4-22-16	NM
4-22-16	MO
4-22-16	MO
4-22-16	FL
4-22-16	WA
4-21-16	AR
4-21-16	IL
4-21-16	TX
4-21-16	IL
4-21-16	SC
4-21-16	AR
4-21-16	DE
4-21-16	CA
4-21-16	FL
4-21-16	UT
4-21-16	NY
4-21-16	IA
4-21-16	DE
4-21-16	CA
4-21-16	WA
4-21-16	MN
4-21-16	FL
4-20-16	NC
4-20-16	CA
4-20-16	FL
4-20-16	WA
4-20-16	NJ
4-20-16	ID
4-20-16	WI
4-20-16	VA
4-20-16	TX
4-20-16	IN
4-19-16	NJ
4-19-16	FL
4-19-16	MO
4-19-16	MN
4-19-16	IL
4-19-16	NM
4-19-16	NC
4-19-16	IL
4-18-16	AZ
4-18-16	CA
4-18-16	TN
4-18-16	BC
4-18-16	SC
4-18-16	CA
4-18-16	IL
4-18-16	IA
4-18-16	CA
4-17-16	FL
4-17-16	FL
4-17-16	NJ
4-17-16	MI
4-17-16	ON
4-17-16	OR
4-17-16	OR
4-17-16	ME
4-17-16	FL
4-17-16	OR
4-17-16	AB
4-17-16	KY
4-17-16	NY
4-16-16	NC
4-16-16	FL
4-16-16	OR
4-16-16	IL
4-16-16	CA
4-16-16	MO
4-16-16	CT
4-16-16	CA
4-16-16	PA
4-16-16	BC
4-16-16	OH
4-16-16	OH
4-16-16	WI
4-16-16	DE
4-16-16	AZ
4-15-16	OH
4-15-16	TN
4-15-16	SC
4-15-16	MO
4-15-16	AR
4-15-16	IL
4-15-16	IA
4-15-16	IL
4-15-16	CA
4-15-16	SC
4-15-16	OH
4-15-16	TN
4-15-16	TX
4-15-16	NC
4-15-16	OH
4-15-16	MI
4-15-16	NY
4-15-16	GA
4-15-16	MA
4-15-16	NJ
4-15-16	RI
4-15-16	IN
4-14-16	FL
4-14-16	MI
4-14-16	MA
4-14-16	IL
4-14-16	NJ
4-14-16	AB
4-14-16	MA
4-14-16	WA
4-14-16	SC
4-14-16	MI
4-14-16	AR
4-14-16	MD
4-14-16	TN
4-13-16	IN
4-13-16	GA
4-13-16	OH
4-13-16	KY
4-13-16	NY
4-13-16	PA
4-13-16	NM
4-13-16	NM
4-13-16	CO
12-4-16	IN
12-4-16	MT
12-4-16	MI
12-4-16	NJ
12-4-16	PA
12-4-16	KS
12-4-16	KS
12-4-16	NY
12-4-16	IL
12-4-16	IA
12-4-16	NC
12-4-16	AZ
12-4-16	CA
12-4-16	MD
12-4-16	NJ
11-4-16	OR
11-4-16	UT
11-4-16	NC
11-4-16	MN
11-4-16	MN
10-4-16	AB
10-4-16	FL
10-4-16	MI
10-4-16	AR
10-4-16	WA
10-4-16	VA
10-4-16	MN
10-4-16	FL
10-4-16	NY
10-4-16	FL
10-4-16	FL
10-4-16	WA
10-4-16	CA
9-4-16	WV
9-4-16	OR
9-4-16	UT
9-4-16	UT
9-4-16	WA
9-4-16	CA
9-4-16	OR
9-4-16	LA
9-4-16	ID
9-4-16	FL
9-4-16	MN
9-4-16	FL
9-4-16	SC
9-4-16	MN
9-4-16	OR
9-4-16	VA
8-4-16	CA
8-4-16	GA
8-4-16	OR
8-4-16	ON
8-4-16	MA
8-4-16	PA
8-4-16	MA
8-4-16	NC
8-4-16	ID
8-4-16	MO
8-4-16	MS
7-4-16	NM
7-4-16	OR
7-4-16	CA
7-4-16	NB
7-4-16	NJ
7-4-16	IL
7-4-16	KS
6-4-16	NJ
6-4-16	IL
6-4-16	WA
6-4-16	IN
6-4-16	KS
6-4-16	UT
6-4-16	UT
6-4-16	UT
6-4-16	FL
5-4-16	GA
5-4-16	FL
5-4-16	WA
5-4-16	TX
5-4-16	WI
5-4-16	KS
5-4-16	ME
5-4-16	OR
5-4-16	IL
4-4-16	NM
4-4-16	CO
4-4-16	NJ
4-4-16	OK
4-4-16	GA
4-4-16	FL
4-4-16	FL
4-4-16	OH
4-4-16	MT
3-4-16	FL
3-4-16	IL
3-4-16	IL
3-4-16	ID
3-4-16	AZ
3-4-16	MD
3-4-16	OH
3-4-16	MD
3-4-16	CO
2-4-16	NJ
2-4-16	NY
2-4-16	CA
2-4-16	NV
2-4-16	TX
2-4-16	CA
2-4-16	MI
2-4-16	CA
2-4-16	ID
2-4-16	OR
2-4-16	CA
2-4-16	MI
2-4-16	AZ
2-4-16	WA
2-4-16	WA
2-4-16	WA
2-4-16	MO
2-4-16	PA
2-4-16	MI
2-4-16	TX
2-4-16	CA
2-4-16	AK
1-4-16	OK
1-4-16	MT
1-4-16	NH
1-4-16	MO
1-4-16	OR
1-4-16	ON
1-4-16	WA
1-4-16	WA
1-4-16	WA
1-4-16	OR
1-4-16	WA
1-4-16	WA
1-4-16	MT
1-4-16	MT
1-4-16	AZ
1-4-16	AZ
1-4-16	OR
1-4-16	OR
1-4-16	AZ
1-4-16	CA
1-4-16	NY
1-4-16	UT
1-4-16	CA
1-4-16	AR
1-4-16	FL
1-4-16	CA
1-4-16	NY
1-4-16	NC
3-31-16	OR
3-31-16	CA
3-31-16	TX
3-31-16	DE
3-31-16	FL
3-31-16	CA
3-31-16	WV
3-31-16	OR
3-31-16	OR
3-30-16	WA
3-30-16	AZ
3-30-16	GA
3-30-16	PA
3-30-16	CA
3-30-16	NY
3-30-16	AZ
3-30-16	CA
3-30-16	NC
3-30-16	IN
3-16-30	NC
3-29-16	NY
3-29-16	SC
3-29-16	WA
3-29-16	CA
3-29-16	WI
3-29-16	NY
3-29-16	NH
3-29-16	CA
3-29-16	MA
3-29-16	AZ
3-29-16	CO
3-29-16	CO
3-29-16	FL
3-29-16	FL
3-29-16	FL
3-29-16	MN
3-28-16	CT
3-28-16	SC
3-28-16	NC
3-28-16	TN
3-28-16	IL
3-28-16	MO
3-28-16	VA
3-28-16	AZ
3-28-16	OH
3-28-16	CO
3-28-16	MT
3-28-16	CA
3-27-16	OK
3-27-16	AR
3-27-16	NH
3-27-16	CA
3-27-16	CA
3-27-16	FL
3-27-16	TX
3-27-16	CA
3-26-16	OK
3-26-16	AK
3-26-16	CO
3-26-16	WA
3-26-16	IL
3-26-16	TX
3-26-16	MD
3-26-16	CA
3-26-16	OH
3-26-16	MD
3-26-16	FL
3-26-16	FL
3-26-16	ME
3-26-16	MA
3-26-16	AZ
3-26-16	CA
3-26-16	PA
3-26-16	CO
3-26-16	CA
3-25-16	ME
3-25-16	GA
3-25-16	CA
3-25-16	WA
3-25-16	WA
3-25-16	OR
3-25-16	AR
3-25-16	AK
3-25-16	CA
3-25-16	PA
3-25-16	KY
3-25-16	NJ
3-25-16	NM
3-24-16	VA
3-24-16	TX
3-24-16	FL
3-23-16	KY
3-23-16	MD
3-23-16	CT
3-23-16	SC
3-23-16	NH
3-23-16	FL
3-23-16	AK
3-23-16	OR
3-23-16	FL
3-23-16	AZ
3-23-16	NJ
3-22-16	FL
3-22-16	NC
3-22-16	PA
3-22-16	WA
3-22-16	FL
3-22-16	TN
3-22-16	MD
3-22-16	IL
3-22-16	LA
3-21-16	MD
3-21-16	VA
3-21-16	NY
3-21-16	IL
3-21-16	CO
3-21-16	PA
3-21-16	NM
3-21-16	NB
3-21-16	IN
3-21-16	KY
3-21-16	TX
3-20-16	PA
3-20-16	MI
3-20-16	CO
3-20-16	OH
3-20-16	CO
3-20-16	NY
3-20-16	NM
3-20-16	MN
3-20-16	CA
3-19-16	LA
3-19-16	OR
3-19-16	NY
3-19-16	CA
3-19-16	CO
3-19-16	WY
3-18-16	NE
3-18-16	WA
3-18-16	CA
3-18-16	OR
3-18-16	OR
3-18-16	FL
3-18-16	FL
3-18-16	DE
3-18-16	AZ
3-18-16	FL
3-18-16	ON
3-18-16	MO
3-18-16	NC
3-18-16	PA
3-18-16	MA
3-18-16	VA
3-18-16	VA
3-18-16	MI
3-18-16	MI
3-18-16	OR
3-18-16	CA
3-17-16	WV
3-17-16	CA
3-17-16	CA
3-17-16	CT
3-17-16	CA
3-17-16	CA
3-17-16	IN
3-17-16	OR
3-17-16	WI
3-17-16	FL
3-17-16	MO
3-17-16	CA
3-17-16	CO
3-17-16	ON
3-17-16	NY
3-17-16	VA
3-17-16	IL
3-17-16	OH
3-16-16	KY
3-16-16	NM
3-16-16	CA
3-16-16	NC
3-16-16	CO
3-16-16	FL
3-16-16	AL
3-16-16	NM
3-16-16	NC
3-16-16	AR
3-16-16	CA
3-16-16	TN
3-15-16	MD
3-15-16	AL
3-15-16	PA
3-15-16	CT
3-15-16	ON
3-15-16	CA
3-15-16	WA
3-15-16	FL
3-15-16	CA
3-15-16	TX
3-15-16	AZ
3-15-16	FL
3-15-16	SC
3-15-16	SC
3-15-16	FL
3-15-16	GA
3-16-15	AB
3-14-16	CA
3-14-16	OR
3-14-16	FL
3-14-16	FL
3-14-16	NM
3-14-16	OR
3-14-16	AK
3-13-16	CA
3-13-16	NC
3-13-16	CO
3-13-16	NY
3-13-16	TX
3-13-16	NC
3-13-16	MD
3-13-16	ON
12-3-16	FL
12-3-16	FL
12-3-16	NC
12-3-16	AZ
12-3-16	PA
12-3-16	MN
12-3-16	ME
12-3-16	TX
12-3-16	FL
12-3-16	LA
12-3-16	MN
12-3-16	MI
12-3-16	AK
12-3-16	CO
12-3-16	CT
11-3-16	IL
11-3-16	MD
11-3-16	NE
11-3-16	IN
11-3-16	NC
11-3-16	NE
11-3-16	VA
11-3-16	FL
11-3-16	VA
11-3-16	VA
11-3-16	PA
11-3-16	VA
11-3-16	FL
11-3-16	PA
11-3-16	WA
11-3-16	AZ
11-3-16	NH
11-3-16	SC
11-3-16	AK
11-3-16	MD
11-3-16	UT
11-3-16	NJ
11-3-16	PA
11-3-16	NM
11-3-16	RI
10-3-16	FL
10-3-16	WI
10-3-16	FL
10-3-16	NJ
10-3-16	AZ
10-3-16	FL
9-3-16	CO
9-3-16	MN
9-3-16	WA
9-3-16	FL
9-3-16	MA
9-3-16	MD
9-3-16	NH
9-3-16	CO
9-3-16	MD
9-3-16	NC
9-3-16	ND
9-3-16	NC
8-3-16	PA
8-3-16	CO
8-3-16	CA
8-3-16	AR
8-3-16	IL
8-3-16	MD
8-3-16	NY
8-3-16	NY
8-3-16	FL
8-3-16	GA
8-3-16	ID
7-3-16	MA
7-3-16	UT
7-3-16	FL
7-3-16	MN
7-3-16	VA
7-3-16	CA
7-3-16	MO
7-3-16	NC
7-3-16	CO
7-3-16	NC
7-3-16	MD
6-3-16	UT
6-3-16	AL
6-3-16	NC
6-3-16	WV
6-3-16	CA
6-3-16	NC
6-3-16	NC
6-3-16	CA
6-3-16	OH
6-3-16	MA
6-3-16	AR
6-3-16	MN
6-3-16	FL
6-3-16	NH
6-3-16	RI
6-3-16	NY
5-3-16	IA
5-3-16	TX
5-3-16	TX
5-3-16	FL
5-3-16	TN
5-3-16	DE
5-3-16	HI
5-3-16	CA
5-3-16	FL
5-3-16	NM
4-3-16	FL
4-3-16	NY
4-3-16	NV
4-3-16	FL
4-3-16	VT
4-3-16	NH
4-3-16	VT
4-3-16	WA
4-3-16	MI
4-3-16	FL
4-3-16	HI
3-3-16	CA
3-3-16	ON
3-3-16	OH
3-3-16	FL
3-3-16	VT
3-3-16	VT
3-3-16	CO
3-3-16	NY
3-3-16	CA
3-3-16	UT
3-3-16	KS
3-3-16	MA
2-3-16	RI
2-3-16	OH
2-3-16	PA
2-3-16	KY
2-3-16	AZ
2-3-16	PA
2-3-16	AZ
2-3-16	MB
2-3-16	UT
2-3-16	NY
2-3-16	AZ
2-3-16	AZ
2-3-16	AZ
2-3-16	AZ
2-3-16	MD
2-3-16	AZ
2-3-16	GA
2-3-16	FL
2-3-16	NH
2-3-16	FL
1-3-16	MD
1-3-16	FL
1-3-16	AZ
1-3-16	FL
1-3-16	FL
1-3-16	NC
1-3-16	MO
1-3-16	AZ
1-3-16	CA
1-3-16	MO
1-3-16	NY
1-3-16	CA
1-3-16	CT
1-3-16	MN
1-3-16	WA
1-3-16	NV
1-3-16	CT
1-3-16	AR
2-29-16	MI
2-29-16	FL
2-29-16	PA
2-29-16	PA
2-29-16	IL
2-29-16	ON
2-29-16	GA
2-29-16	GA
2-29-16	MO
2-29-16	MO
2-29-16	AZ
2-29-16	FL
2-29-16	MO
2-29-16	MO
2-29-16	CA
2-29-16	TX
2-29-16	CA
2-29-16	CO
2-29-16	CA
2-29-16	MA
2-29-16	NC
2-29-16	GA
2-29-16	AZ
2-29-16	CO
2-28-16	MI
2-28-16	MO
2-28-16	PA
2-28-16	PA
2-28-16	VA
2-28-16	IL
2-28-16	NY
2-28-16	PA
2-28-16	CA
2-28-16	OR
2-28-16	MT
2-28-16	CO
2-28-16	NY
2-28-16	NJ
2-28-16	SC
2-28-16	NC
2-28-16	AZ
2-28-16	CA
2-28-16	TN
2-28-16	PA
2-28-16	CO
2-28-16	IN
2-27-16	MA
2-27-16	MO
2-27-16	KY
2-27-16	MN
2-27-16	CO
2-27-16	IA
2-27-16	FL
2-27-16	FL
2-27-16	MD
2-27-16	FL
2-27-16	CO
2-27-16	PA
2-27-16	UT
2-26-16	ME
2-26-16	TX
2-26-16	MO
2-26-16	AZ
2-26-16	AZ
2-26-16	MT
2-26-16	MO
2-26-16	AZ
2-26-16	FL
2-26-16	AZ
2-26-16	PA
2-26-16	SD
2-26-16	BC
2-16-26	CA
2-25-16	MT
2-25-16	NM
2-25-16	NM
2-25-16	WI
2-25-16	CA
2-25-16	AL
2-25-16	FL
2-24-16	OR
2-24-16	OK
2-24-16	WA
2-24-16	KS
2-23-16	CA
2-23-16	NB
2-23-16	ID
2-23-16	WA
2-23-16	WA
2-23-16	TX
2-23-16	CA
2-22-16	FL
2-22-16	MI
2-22-16	VA
2-22-16	KS
2-22-16	NM
2-22-16	NY
2-22-16	OR
2-22-16	WA
2-22-16	NH
2-22-16	NC
2-22-16	MO
2-22-16	WA
2-22-16	FL
2-22-16	CA
2-22-16	MN
2-22-16	OH
2-22-16	CA
2-22-16	MD
2-21-16	CA
2-21-16	MI
2-21-16	OR
2-21-16	NY
2-21-16	MD
2-21-16	CO
2-20-16	CA
2-20-16	CT
2-20-16	NC
2-20-16	OH
2-20-16	FL
2-20-16	OR
2-20-16	NJ
2-20-16	PA
2-20-16	KS
2-20-16	MD
2-20-16	AZ
2-20-16	ID
2-20-16	OH
2-20-16	AZ
2-19-16	MN
2-19-16	OH
2-19-16	AL
2-19-16	IL
2-19-16	IL
2-19-16	OH
2-19-16	PA
2-19-16	IN
2-19-16	CO
2-19-16	CO
2-19-16	CA
2-19-16	TN
2-19-16	AZ
2-19-16	AZ
2-19-16	AZ
2-19-16	AZ
2-19-16	MO
2-19-16	LA
2-19-16	AZ
2-19-16	LA
2-18-16	NY
2-18-16	BC
2-18-16	AK
2-18-16	NY
2-18-16	CA
2-18-16	AZ
2-18-16	NH
2-18-16	NH
2-17-16	PA
2-17-16	WI
2-17-16	MA
2-17-16	WI
2-17-16	FL
2-17-16	AZ
2-17-16	FL
2-17-16	CO
2-17-16	VA
2-17-16	NY
2-17-16	CO
2-17-16	IN
2-17-16	WI
2-17-16	OK
2-16-16	AZ
2-16-16	WA
2-16-16	MI
2-16-16	NC
2-16-16	VA
2-16-16	NC
2-16-16	VA
2-16-16	WA
2-16-16	AK
2-16-16	AR
2-16-16	WA
2-16-16	WA
2-16-16	WA
2-16-16	WA
2-16-16	SD
2-15-16	PA
2-15-16	VA
2-15-16	IA
2-15-16	CA
2-15-16	TX
2-15-16	CA
2-15-16	PA
2-15-16	NY
2-15-16	OH
2-14-16	CA
2-14-16	NM
2-14-16	CA
2-14-16	VA
2-14-16	FL
2-14-16	CA
2-14-16	OR
2-14-16	CA
2-14-16	FL
2-14-16	NY
2-14-16	CA
2-14-16	CA
2-14-16	FL
2-14-16	CT
2-14-16	CT
2-14-16	CT
2-14-16	NJ
2-14-16	NY
2-14-16	PA
2-13-16	CA
2-13-16	CO
2-13-16	AL
2-13-16	CA
2-13-16	NC
2-13-16	LA
2-13-16	ID
2-13-16	NY
2-13-16	NY
2-13-16	PA
2-13-16	AZ
2-13-16	NV
2-13-16	MN
2-13-16	AK
2-13-16	HI
2-13-16	KS
2-13-16	MI
2-13-16	IN
12-2-16	NH
12-2-16	FL
12-2-16	NM
12-2-16	TX
12-2-16	OR
12-2-16	IL
11-2-16	WA
11-2-16	AZ
11-2-16	FL
11-2-16	IL
11-2-16	NC
11-2-16	UT
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	CA
11-2-16	MD
11-2-16	CA
11-2-16	MA
11-2-16	CO
