Date	State
6-9-16	PA
6-9-16	PA
6-9-16	NC
6-9-16	AZ
6-9-16	CA
6-9-16	MN
6-9-16	CA
6-9-16	IN
6-9-16	ID
6-9-16	TN
6-9-16	WA
6-9-16	AR
5-9-16	UT
5-9-16	ON
5-9-16	NM
5-9-16	WI
5-9-16	WI
5-9-16	WI
5-9-16	VA
5-9-16	NJ
5-9-16	PA
5-9-16	MI
5-9-16	CA
5-9-16	NY
5-9-16	NC
5-9-16	TX
5-9-16	ON
5-9-16	PA
5-9-16	MD
5-9-16	CO
5-9-16	MO
5-9-16	UT
5-9-16	MI
4-9-16	TN
4-9-16	NJ
4-9-16	KY
4-9-16	GA
4-9-16	GA
4-9-16	MO
4-9-16	TX
4-9-16	IL
4-9-16	OH
4-9-16	VA
4-9-16	PA
4-9-16	NV
4-9-16	CO
4-9-16	FL
4-9-16	FL
4-9-16	WY
4-9-16	WI
4-9-16	IL
4-9-16	FL
4-9-16	WA
4-9-16	PA
3-9-16	NJ
3-9-16	MI
3-9-16	OR
3-9-16	OR
3-9-16	WI
3-9-16	LA
3-9-16	IL
3-9-16	MO
3-9-16	NJ
3-9-16	CA
3-9-16	CA
3-9-16	NJ
3-9-16	RI
3-9-16	CA
3-9-16	BC
3-9-16	MI
3-9-16	NJ
3-9-16	MO
3-9-16	NV
3-9-16	PA
3-9-16	WA
3-9-16	WA
3-9-16	GA
3-9-16	AL
3-9-16	WI
3-9-16	FL
3-9-16	MI
3-9-16	MD
3-9-16	NV
3-9-16	WV
3-9-16	DE
3-9-16	MI
2-9-16	OR
2-9-16	OR
2-9-16	MI
2-9-16	MA
2-9-16	CO
2-9-16	CO
2-9-16	CA
2-9-16	QC
2-9-16	MA
2-9-16	OH
2-9-16	MO
2-9-16	TN
2-9-16	TX
2-9-16	MO
2-9-16	CO
2-9-16	WV
2-9-16	WI
2-9-16	IL
2-9-16	MS
2-9-16	OR
2-9-16	ON
2-9-16	VA
2-9-16	VA
2-9-16	PA
2-9-16	OR
2-9-16	ON
2-9-16	WI
2-9-16	IL
1-9-16	FL
1-9-16	WI
1-9-16	MI
1-9-16	PA
1-9-16	MI
1-9-16	NC
1-9-16	IA
1-9-16	AB
1-9-16	IA
8-31-16	IN
8-31-16	CA
8-31-16	WA
8-31-16	WI
8-31-16	NC
8-31-16	CA
8-31-16	NM
8-31-16	OK
8-31-16	MN
8-31-16	TN
8-30-16	MA
8-30-16	OH
8-30-16	AK
8-30-16	TX
8-30-16	CA
8-30-16	AZ
8-30-16	AZ
8-30-16	MI
8-30-16	CT
8-30-16	CO
8-30-16	PA
8-30-16	NY
8-30-16	UT
8-30-16	NC
8-30-16	CA
8-30-16	NY
8-30-16	IL
8-30-16	SC
8-30-16	CO
8-30-16	SC
8-30-16	NY
8-29-16	UT
8-29-16	VA
8-29-16	MA
8-29-16	MD
8-29-16	GA
8-29-16	WA
8-29-16	VA
8-29-16	FL
8-29-16	NC
8-29-16	OR
8-29-16	MO
8-29-16	NY
8-29-16	OH
8-29-16	WY
8-29-16	TN
8-29-16	NY
8-28-16	CO
8-28-16	ON
8-28-16	ON
8-28-16	AK
8-28-16	NJ
8-28-16	VA
8-28-16	NH
8-28-16	CA
8-28-16	CA
8-28-16	CA
8-28-16	PA
8-28-16	NJ
8-28-16	NJ
8-28-16	CA
8-28-16	NM
8-28-16	NY
8-28-16	CT
8-27-16	TN
8-27-16	NC
8-27-16	MI
8-27-16	ON
8-27-16	NY
8-27-16	NY
8-27-16	NJ
8-27-16	KS
8-27-16	SD
8-27-16	CA
8-27-16	WI
8-27-16	CT
8-27-16	FL
8-26-16	NJ
8-26-16	IN
8-26-16	TN
8-26-16	FL
8-26-16	MD
8-26-16	IL
8-26-16	PA
8-26-16	TX
8-26-16	WI
8-26-16	CA
8-26-16	NC
8-25-16	OR
8-25-16	TX
8-25-16	CA
8-25-16	OR
8-25-16	OH
8-25-16	GA
8-25-16	MA
8-25-16	TN
8-25-16	IL
8-25-16	NC
8-25-16	GA
8-25-16	PA
8-25-16	WA
8-24-16	CO
8-24-16	CO
8-24-16	NY
8-24-16	PA
8-24-16	IL
8-24-16	IL
8-24-16	WA
8-24-16	FL
8-24-16	CA
8-24-16	NY
8-24-16	CA
8-24-16	NY
8-24-16	AL
8-24-16	FL
8-23-16	TX
8-23-16	VT
8-23-16	FL
8-23-16	MI
8-23-16	MA
8-23-16	MD
8-23-16	RI
8-23-16	FL
8-23-16	SC
8-23-16	AZ
8-23-16	MO
8-23-16	VA
8-23-16	OH
8-23-16	ID
8-22-16	MI
8-22-16	PA
8-22-16	AZ
8-22-16	QC
8-22-16	MA
8-22-16	NH
8-22-16	CA
8-22-16	MO
8-22-16	MI
8-22-16	CO
8-22-16	AZ
8-22-16	NJ
8-22-16	NJ
8-22-16	CA
8-22-16	NE
8-22-16	CA
8-22-16	CA
8-22-16	TX
8-22-16	MN
8-22-16	YT
8-21-16	OR
8-21-16	OR
8-21-16	CO
8-21-16	MO
8-21-16	WY
8-21-16	FL
8-21-16	NC
8-21-16	KS
8-21-16	OR
8-21-16	AR
8-20-16	UT
8-20-16	NC
8-20-16	IL
8-20-16	MO
8-20-16	MA
8-20-16	CA
8-20-16	PA
8-20-16	VT
8-20-16	GA
8-20-16	NJ
8-20-16	FL
8-20-16	ME
8-20-16	NJ
8-20-16	IL
8-20-16	CA
8-20-16	CA
8-20-16	IN
8-20-16	ID
8-20-16	NH
8-19-16	WA
8-19-16	NJ
8-19-16	PA
8-19-16	UT
8-19-16	FL
8-19-16	CA
8-19-16	MD
8-19-16	AR
8-19-16	OH
8-19-16	TN
8-19-16	CA
8-19-16	IN
8-19-16	ME
8-19-16	CA
8-19-16	CA
8-19-16	TN
8-19-16	FL
8-19-16	FL
8-19-16	FL
8-19-16	FL
8-19-16	FL
8-19-16	MI
8-18-16	FL
8-18-16	NJ
8-18-16	UT
8-18-16	GA
8-18-16	PA
8-18-16	OR
8-18-16	AZ
8-18-16	AZ
8-18-16	GA
8-18-16	CA
8-18-16	CA
8-18-16	NY
8-18-16	CT
8-18-16	OH
8-18-16	TX
8-17-16	LA
8-17-16	FL
8-17-16	CT
8-17-16	NH
8-17-16	MO
8-17-16	CA
8-17-16	AZ
8-17-16	OR
8-17-16	PA
8-17-16	TX
8-16-16	WA
8-16-16	TN
8-16-16	FL
8-16-16	MI
8-16-16	FL
8-16-16	NC
8-16-16	TX
8-16-16	NM
8-16-16	PA
8-16-16	OR
8-16-16	WA
8-16-16	MI
8-16-16	RI
8-16-16	ID
8-16-16	RI
8-16-16	NJ
8-16-16	NY
8-16-16	OH
8-15-16	TN
8-15-16	NC
8-15-16	SC
8-15-16	CO
8-15-16	CA
8-15-16	CO
8-15-16	CA
8-15-16	AZ
8-15-16	WV
8-15-16	TN
8-14-16	CA
8-14-16	NY
8-14-16	NE
8-14-16	MA
8-14-16	NJ
8-14-16	CA
8-14-16	WA
8-14-16	ME
8-14-16	NH
8-14-16	WA
8-14-16	MA
8-14-16	WA
8-14-16	WY
8-14-16	OH
8-14-16	WA
8-14-16	SC
8-16-14	GA
8-13-16	OH
8-13-16	ND
8-13-16	CO
8-13-16	FL
8-13-16	OR
8-13-16	IL
8-13-16	WV
8-13-16	WI
8-13-16	WV
8-13-16	WI
8-13-16	FL
8-13-16	KS
8-13-16	NC
8-13-16	NC
8-13-16	MN
8-13-16	CO
8-13-16	PA
8-13-16	CO
8-13-16	OR
12-8-16	CA
12-8-16	VA
12-8-16	MI
12-8-16	OR
12-8-16	MI
12-8-16	NM
12-8-16	WA
12-8-16	NY
12-8-16	CA
12-8-16	MO
12-8-16	CA
12-8-16	NM
12-8-16	FL
12-8-16	NJ
12-8-16	WA
12-8-16	NM
12-8-16	WV
12-8-16	ON
12-8-16	OH
12-8-16	FL
12-8-16	AZ
12-8-16	CO
12-8-16	OK
12-8-16	NC
12-8-16	WA
12-8-16	HI
12-8-16	AZ
12-8-16	VT
12-8-16	HI
12-8-16	RI
12-8-16	NH
12-8-16	OK
12-8-16	GA
11-8-16	NH
11-8-16	CO
11-8-16	CA
11-8-16	MI
11-8-16	OR
11-8-16	RI
11-8-16	OH
11-8-16	CA
11-8-16	NH
11-8-16	MD
11-8-16	WA
11-8-16	RI
11-8-16	WA
11-8-16	WA
11-8-16	PA
11-8-16	PA
11-8-16	WA
11-8-16	GA
11-8-16	CO
11-8-16	GA
11-8-16	NY
11-8-16	UT
11-8-16	WI
11-8-16	WA
11-8-16	VT
11-8-16	NY
11-8-16	WA
11-8-16	OH
11-8-16	BC
11-8-16	TN
11-8-16	MT
11-8-16	CA
11-8-16	FL
11-8-16	AK
11-8-16	MO
11-8-16	MI
10-8-16	WI
10-8-16	NC
10-8-16	IL
10-8-16	CA
10-8-16	FL
10-8-16	OK
10-8-16	PA
10-8-16	NC
10-8-16	TN
10-8-16	OH
10-8-16	MA
10-8-16	TN
10-8-16	MD
10-8-16	CO
10-8-16	CA
10-8-16	MA
10-8-16	WA
10-8-16	MN
10-8-16	CA
10-8-16	NC
9-8-16	SC
9-8-16	OR
9-8-16	MI
9-8-16	GA
9-8-16	OR
9-8-16	HI
9-8-16	KS
9-8-16	MS
9-8-16	CA
9-8-16	SC
8-8-16	NC
8-8-16	VA
8-8-16	FL
8-8-16	WY
8-8-16	MD
8-8-16	NJ
8-8-16	CT
8-8-16	NJ
8-8-16	UT
8-8-16	OH
8-8-16	ID
8-8-16	ID
8-8-16	CA
8-8-16	FL
8-8-16	NM
8-8-16	NV
8-8-16	MD
8-8-16	WA
8-8-16	NC
7-8-16	PA
7-8-16	MI
7-8-16	FL
7-8-16	IN
7-8-16	MN
7-8-16	WI
7-8-16	CA
7-8-16	NY
7-8-16	MD
7-8-16	UT
7-8-16	CA
7-8-16	WA
6-8-16	VA
6-8-16	CT
6-8-16	NY
6-8-16	OH
6-8-16	UT
6-8-16	KY
6-8-16	MN
6-8-16	MI
6-8-16	NY
6-8-16	WV
6-8-16	ID
6-8-16	IL
6-8-16	ID
6-8-16	ID
6-8-16	OH
6-8-16	CT
6-8-16	ID
6-8-16	NC
6-8-16	KS
6-8-16	CA
6-8-16	MN
5-8-16	OK
5-8-16	NH
5-8-16	WA
5-8-16	WV
5-8-16	PA
5-8-16	CT
5-8-16	MI
5-8-16	KS
5-8-16	SC
5-8-16	FL
4-8-16	TX
4-8-16	VA
4-8-16	PA
4-8-16	MA
4-8-16	PA
4-8-16	MA
4-8-16	OH
4-8-16	BC
4-8-16	TN
4-8-16	MD
3-8-16	AL
3-8-16	MA
3-8-16	NY
3-8-16	OH
3-8-16	NM
3-8-16	WI
3-8-16	TN
3-8-16	NJ
3-8-16	NY
3-8-16	SC
3-8-16	LA
3-8-16	WA
3-8-16	PA
3-8-16	CA
3-8-16	NS
3-8-16	NV
3-8-16	MI
3-8-16	IN
3-8-16	PA
2-8-16	MA
2-8-16	NH
2-8-16	TX
2-8-16	NY
2-8-16	NM
2-8-16	NV
2-8-16	IL
2-8-16	IL
2-8-16	AZ
2-8-16	TX
2-8-16	OR
2-8-16	OH
2-8-16	AL
2-8-16	TX
2-8-16	MO
2-8-16	MO
2-8-16	TX
2-8-16	CA
2-8-16	WA
1-8-16	MO
1-8-16	ME
1-8-16	VA
1-8-16	ON
1-8-16	CA
1-8-16	OH
1-8-16	OR
1-8-16	WA
1-8-16	IN
1-8-16	NS
1-8-16	CO
1-8-16	NE
1-8-16	NE
1-8-16	ME
1-8-16	FL
1-8-16	FL
1-8-16	CA
1-8-16	IA
1-8-16	YT
1-8-16	CO
1-8-16	AR
7-31-16	WI
7-31-16	OR
7-31-16	WI
7-31-16	OR
7-31-16	NJ
7-31-16	PA
7-31-16	NV
7-31-16	AZ
7-31-16	MA
7-31-16	NJ
7-31-16	OR
7-31-16	MD
7-31-16	IN
7-31-16	OR
7-31-16	NC
7-31-16	CO
7-30-16	IN
7-30-16	WV
7-30-16	WV
7-30-16	MO
7-30-16	MN
7-30-16	OR
7-30-16	NY
7-30-16	WI
7-30-16	WI
7-30-16	NC
7-30-16	TX
7-30-16	TX
7-30-16	TN
7-30-16	LA
7-30-16	MA
7-30-16	CA
7-30-16	NY
7-30-16	WY
7-30-16	OH
7-30-16	OR
7-30-16	TN
7-30-16	HI
7-29-16	WA
7-29-16	WA
7-29-16	IN
7-29-16	FL
7-29-16	CA
7-29-16	NY
7-29-16	OR
7-29-16	WI
7-29-16	NC
7-29-16	CA
7-29-16	NC
7-29-16	NY
7-29-16	OR
7-29-16	SC
7-29-16	MA
7-29-16	VA
7-28-16	CO
7-28-16	FL
7-28-16	WA
7-28-16	PA
7-28-16	BC
7-28-16	ME
7-28-16	IN
7-28-16	AZ
7-28-16	NV
7-28-16	CA
7-28-16	OR
7-28-16	AZ
7-28-16	TX
7-28-16	WA
7-28-16	OR
7-28-16	OK
7-28-16	VA
7-27-16	OR
7-27-16	UT
7-27-16	IL
7-27-16	AZ
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	CA
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	ID
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	UT
7-27-16	ID
7-27-16	ID
7-27-16	UT
7-27-16	CA
7-27-16	CT
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	GA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	NV
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	NV
7-27-16	CA
7-27-16	NV
7-27-16	CA
7-27-16	NV
7-27-16	NV
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	NV
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	NV
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	AZ
7-27-16	AZ
7-27-16	CA
7-27-16	NV
7-27-16	CA
7-27-16	CA
7-27-16	CA
7-27-16	IN
7-27-16	TX
7-27-16	CT
7-27-16	CA
7-27-16	NJ
7-27-16	AZ
7-27-16	CA
7-27-16	ME
7-27-16	NH
7-27-16	CT
7-27-16	NV
7-27-16	MI
7-27-16	ID
7-27-16	OR
7-27-16	SK
7-27-16	AZ
7-27-16	CO
7-26-16	MI
7-26-16	MA
7-26-16	SC
7-26-16	WA
7-26-16	MT
7-26-16	FL
7-26-16	OR
7-26-16	AZ
7-26-16	MT
7-26-16	PA
7-26-16	WY
7-26-16	TN
7-26-16	MN
7-26-16	CA
7-26-16	PA
7-26-16	MI
7-26-16	TN
7-25-16	TX
7-25-16	CA
7-25-16	GA
7-25-16	WI
7-25-16	IL
7-25-16	MA
7-25-16	WI
7-25-16	AL
7-25-16	NC
7-25-16	RI
7-25-16	NY
7-25-16	NE
7-24-16	WA
7-24-16	ID
7-24-16	WA
7-24-16	CO
7-24-16	MB
7-24-16	CA
7-24-16	TX
7-24-16	LA
7-24-16	CA
7-24-16	MA
7-24-16	VA
7-24-16	CA
7-24-16	MT
7-24-16	OR
7-24-16	RI
7-24-16	PA
7-24-16	CO
7-24-16	MA
7-24-16	NY
7-24-16	WA
7-24-16	BC
7-24-16	ON
7-24-16	OH
7-24-16	MD
7-16-24	CA
7-23-16	WA
7-23-16	OR
7-23-16	OH
7-23-16	NC
7-23-16	NC
7-23-16	CA
7-23-16	NY
7-23-16	CA
7-23-16	WA
7-23-16	MI
7-23-16	WI
7-23-16	CA
7-23-16	CA
7-23-16	CA
7-23-16	CA
7-23-16	SD
7-23-16	LA
7-23-16	RI
7-23-16	WA
7-23-16	OH
7-23-16	NJ
7-23-16	OR
7-23-16	PA
7-23-16	AL
7-23-16	AB
7-23-16	KY
7-22-16	NC
7-22-16	CA
7-22-16	MI
7-22-16	NC
7-22-16	WA
7-22-16	UT
7-22-16	PA
7-22-16	WA
7-22-16	AL
7-22-16	NV
7-22-16	AZ
7-22-16	MT
7-22-16	FL
7-22-16	TN
7-22-16	ME
7-22-16	WA
7-22-16	WA
7-21-16	FL
7-21-16	MT
7-21-16	AL
7-21-16	MT
7-21-16	NJ
7-21-16	AL
7-21-16	AZ
7-21-16	MD
7-21-16	AL
7-21-16	AZ
7-21-16	AZ
7-21-16	OR
7-21-16	RI
7-21-16	IL
7-21-16	WA
7-21-16	MN
7-21-16	CA
7-20-16	CA
7-20-16	NJ
7-20-16	MO
7-20-16	VA
7-20-16	FL
7-20-16	NC
7-19-16	AL
7-19-16	WA
7-19-16	VT
7-19-16	TX
7-19-16	FL
7-19-16	IN
7-19-16	OR
7-19-16	AZ
7-19-16	NY
7-19-16	AZ
7-19-16	WA
7-18-16	TX
7-18-16	SC
7-18-16	NC
7-18-16	NC
7-18-16	SC
7-18-16	OK
7-18-16	FL
7-18-16	CO
7-18-16	PA
7-18-16	NC
7-18-16	NM
7-18-16	ON
7-18-16	MO
7-18-16	IL
7-18-16	VA
7-17-16	NC
7-17-16	NY
7-17-16	CA
7-17-16	UT
7-17-16	CT
7-17-16	ME
7-17-16	NJ
7-17-16	NY
7-17-16	ID
7-17-16	NH
7-17-16	TN
7-17-16	MI
7-17-16	PA
7-17-16	AZ
7-17-16	ME
7-17-16	NY
7-17-16	ID
7-17-16	MD
7-16-16	NY
7-16-16	NY
7-16-16	BC
7-16-16	NH
7-16-16	IL
7-16-16	OH
7-16-16	NY
7-16-16	MI
7-16-16	VA
7-16-16	IL
7-16-16	TN
7-16-16	OR
7-16-16	FL
7-16-16	NC
7-16-16	WI
7-16-16	FL
7-16-16	WA
7-16-16	FL
7-16-16	NH
7-16-16	ID
7-16-16	FL
7-16-16	KY
7-15-16	NC
7-15-16	NJ
7-15-16	NC
7-15-16	AK
7-15-16	TX
7-15-16	IN
7-15-16	CO
7-15-16	CO
7-15-16	ID
7-15-16	AB
7-15-16	CA
7-15-16	CA
7-15-16	CO
7-15-16	CA
7-14-16	IN
7-14-16	IA
7-14-16	PA
7-14-16	OR
7-14-16	AZ
7-14-16	NJ
7-14-16	VA
7-14-16	GA
7-14-16	KY
7-14-16	FL
7-13-16	NV
7-13-16	GA
7-13-16	NJ
7-13-16	MA
7-13-16	WA
7-13-16	WI
7-13-16	WA
7-13-16	NJ
12-7-16	OR
12-7-16	PA
12-7-16	PA
12-7-16	AZ
12-7-16	MS
12-7-16	KY
11-7-16	NV
11-7-16	MI
11-7-16	IA
11-7-16	WI
11-7-16	LA
11-7-16	CA
11-7-16	MI
11-7-16	SC
11-7-16	AZ
11-7-16	WA
11-7-16	CA
11-7-16	NJ
11-7-16	IN
10-7-16	ME
10-7-16	OR
10-7-16	ME
10-7-16	ID
10-7-16	MD
10-7-16	NH
10-7-16	CT
10-7-16	CO
10-7-16	OH
10-7-16	NH
10-7-16	MD
10-7-16	IL
10-7-16	QC
10-7-16	ME
10-7-16	MO
10-7-16	OH
10-7-16	CA
10-7-16	CA
10-7-16	NJ
10-7-16	CO
10-7-16	AB
10-7-16	MD
10-7-16	HI
10-7-16	CO
9-7-16	NC
9-7-16	IL
9-7-16	OH
9-7-16	NM
9-7-16	IN
9-7-16	WA
9-7-16	NC
9-7-16	VA
9-7-16	WA
9-7-16	CA
9-7-16	FL
9-7-16	WA
9-7-16	WA
9-7-16	WI
9-7-16	TX
9-7-16	TN
9-7-16	WA
9-7-16	FL
9-7-16	CO
9-7-16	MI
9-7-16	NY
9-7-16	MI
9-7-16	OK
8-7-16	IN
8-7-16	IL
8-7-16	ID
8-7-16	FL
8-7-16	FL
8-7-16	ID
8-7-16	MO
8-7-16	IL
8-7-16	NY
8-7-16	MN
8-7-16	KY
8-7-16	MO
8-7-16	MI
8-7-16	PA
7-7-16	MI
7-7-16	CO
7-7-16	OK
7-7-16	AL
7-7-16	CA
7-7-16	LA
7-7-16	AZ
7-7-16	AZ
7-7-16	AZ
7-7-16	NJ
7-7-16	CO
7-7-16	TX
7-7-16	TX
7-7-16	MT
7-7-16	CA
6-7-16	CA
6-7-16	OK
6-7-16	FL
6-7-16	MO
6-7-16	ME
6-7-16	CO
6-7-16	CA
6-7-16	AB
6-7-16	FL
5-7-16	IN
5-7-16	IN
5-7-16	RI
5-7-16	OK
5-7-16	OK
5-7-16	TX
4-7-16	IL
4-7-16	WA
4-7-16	CO
4-7-16	VA
4-7-16	MI
4-7-16	ID
4-7-16	ID
4-7-16	OR
4-7-16	OR
4-7-16	WA
4-7-16	CO
4-7-16	MI
4-7-16	WA
4-7-16	MI
4-7-16	IN
4-7-16	IN
4-7-16	WA
4-7-16	IL
4-7-16	FL
4-7-16	GA
4-7-16	CO
4-7-16	CO
4-7-16	WA
4-7-16	OH
4-7-16	PA
4-7-16	ME
4-7-16	CO
4-7-16	IL
4-7-16	WI
4-7-16	LA
4-7-16	KY
4-7-16	IN
4-7-16	FL
4-7-16	CO
4-7-16	IL
4-7-16	FL
4-7-16	MS
4-7-16	FL
4-7-16	CA
4-7-16	PA
4-7-16	FL
4-7-16	CA
4-7-16	CO
4-7-16	AZ
4-7-16	FL
4-7-16	CA
4-7-16	NY
4-7-16	WV
4-7-16	WI
4-7-16	OH
4-7-16	AL
4-7-16	FL
4-7-16	WI
4-7-16	FL
4-7-16	FL
4-7-16	MA
4-7-16	CA
4-7-16	NH
4-7-16	CO
4-7-16	CO
4-7-16	CA
4-7-16	TX
4-7-16	FL
4-7-16	MN
4-7-16	CT
4-7-16	KY
4-7-16	BC
4-7-16	MO
4-7-16	MI
4-7-16	NY
4-7-16	MO
3-7-16	CO
3-7-16	WI
3-7-16	FL
3-7-16	PA
3-7-16	NJ
3-7-16	MN
3-7-16	CO
3-7-16	FL
3-7-16	GA
3-7-16	OH
3-7-16	FL
3-7-16	IL
3-7-16	CO
3-7-16	NY
3-7-16	PA
3-7-16	NJ
3-7-16	RI
3-7-16	MI
3-7-16	WI
3-7-16	NC
3-7-16	NY
3-7-16	MA
3-7-16	MA
3-7-16	WI
3-7-16	NH
3-7-16	IA
3-7-16	NY
3-7-16	HI
3-7-16	CA
3-7-16	CO
3-7-16	AL
3-7-16	MD
3-7-16	FL
3-7-16	ME
3-7-16	VA
3-7-16	ID
3-7-16	CO
3-7-16	OH
3-7-16	NM
3-7-16	BC
3-7-16	MT
3-7-16	NJ
3-7-16	MT
3-7-16	IA
2-7-16	TX
2-7-16	TN
2-7-16	CA
2-7-16	IL
2-7-16	CO
2-7-16	CA
2-7-16	RI
2-7-16	CT
2-7-16	IL
2-7-16	CT
2-7-16	AZ
2-7-16	HI
2-7-16	TN
2-7-16	AL
2-7-16	TN
2-7-16	NJ
1-7-16	ID
1-7-16	NM
1-7-16	AB
1-7-16	CA
1-7-16	GA
1-7-16	CA
1-7-16	OR
1-7-16	MO
1-7-16	MN
1-7-16	NY
1-7-16	NC
1-7-16	AL
1-7-16	PA
1-7-16	NJ
1-7-16	CA
1-7-16	AL
1-7-16	SC
1-7-16	WI
1-7-16	WI
1-7-16	IN
1-7-16	WA
1-7-16	ID
6-30-16	CA
6-30-16	VA
6-30-16	HI
6-30-16	NC
6-30-16	CA
6-30-16	CA
6-30-16	CA
6-30-16	CA
6-30-16	KY
6-30-16	NY
6-30-16	FL
6-30-16	CA
6-30-16	PA
6-29-16	MI
6-29-16	NJ
6-29-16	NJ
6-29-16	OH
6-29-16	AR
6-29-16	IL
6-29-16	OH
6-29-16	WA
6-29-16	MA
6-29-16	MA
6-29-16	CA
6-29-16	IN
6-29-16	PA
6-29-16	OR
6-29-16	IA
6-29-16	AZ
6-28-16	WA
6-28-16	MO
6-28-16	MI
6-28-16	MO
6-28-16	NJ
6-28-16	VA
6-28-16	WA
6-28-16	ND
6-28-16	TX
6-28-16	MT
6-28-16	CO
6-27-16	OH
6-27-16	MI
6-27-16	OH
6-27-16	SC
6-27-16	FL
6-27-16	PA
6-27-16	MI
6-27-16	WI
6-27-16	IN
6-27-16	CA
6-27-16	AZ
6-27-16	WA
6-27-16	NV
6-27-16	AZ
6-27-16	CA
6-27-16	CO
6-27-16	OH
6-27-16	SC
6-27-16	OR
6-16-27	ME
6-26-16	GA
6-26-16	NC
6-26-16	GA
6-26-16	WI
6-26-16	KS
6-26-16	TX
6-26-16	VA
6-26-16	WA
6-26-16	ON
6-26-16	FL
6-26-16	TX
6-26-16	NJ
6-26-16	MI
6-25-16	MS
6-25-16	MI
6-25-16	MB
6-25-16	IL
6-25-16	OH
6-25-16	NC
6-25-16	RI
6-25-16	PA
6-25-16	CA
6-25-16	MA
6-25-16	UT
6-25-16	NY
6-25-16	PA
6-25-16	NV
6-25-16	OR
6-25-16	NV
6-24-16	QC
6-24-16	OH
6-24-16	WA
6-24-16	MT
6-24-16	ME
6-24-16	CA
6-24-16	IL
6-24-16	ID
6-23-16	ID
6-23-16	CA
6-23-16	MT
6-23-16	PA
6-23-16	TX
6-23-16	GA
6-23-16	MN
6-23-16	TX
6-23-16	KS
6-23-16	CO
6-23-16	FL
6-22-16	MO
6-22-16	NC
6-22-16	CT
6-22-16	MA
6-22-16	NY
6-22-16	MA
6-22-16	NY
6-22-16	SC
6-22-16	NB
6-21-16	ID
6-21-16	FL
6-21-16	GA
6-21-16	NC
6-21-16	PA
6-21-16	TN
6-21-16	IN
6-21-16	NY
6-21-16	NY
6-20-16	NC
6-20-16	WA
6-20-16	NV
6-20-16	MD
6-20-16	CA
6-20-16	WA
6-20-16	NY
6-20-16	WI
6-19-16	AZ
6-19-16	NC
6-19-16	NC
6-19-16	WA
6-19-16	DE
6-19-16	MD
6-19-16	AZ
6-19-16	NV
6-19-16	CA
6-19-16	GA
6-19-16	ID
6-19-16	GA
6-18-16	MI
6-18-16	NY
6-18-16	IN
6-18-16	GA
6-18-16	MN
6-18-16	NC
6-18-16	NC
6-18-16	CA
6-18-16	WI
6-18-16	NY
6-18-16	PA
6-18-16	IL
6-18-16	PA
6-18-16	OR
6-18-16	IL
6-18-16	CA
6-18-16	NY
6-18-16	NY
6-18-16	MD
6-18-16	CO
6-18-16	OR
6-18-16	SC
6-18-16	NC
6-18-16	KY
6-17-16	SC
6-17-16	OH
6-17-16	ON
6-17-16	SC
6-17-16	NY
6-17-16	NY
6-17-16	LA
6-17-16	NM
6-17-16	ON
6-17-16	AZ
6-17-16	MI
6-17-16	NJ
6-17-16	FL
6-17-16	TN
6-17-16	ID
6-17-16	MI
6-16-16	OH
6-16-16	TN
6-16-16	TX
6-16-16	KY
6-16-16	VA
6-16-16	QC
6-16-16	PA
6-16-16	CO
6-16-16	KS
6-16-16	NV
6-16-16	SD
6-16-16	ID
6-16-16	GA
6-16-16	FL
6-16-16	SD
6-15-16	MA
6-15-16	OH
6-15-16	OH
6-15-16	CA
6-15-16	MN
6-15-16	PA
6-15-16	TN
6-15-16	OH
6-15-16	ON
6-14-16	MN
6-14-16	MA
6-14-16	PA
6-14-16	ME
6-14-16	FL
6-14-16	FL
6-14-16	KY
6-14-16	MA
6-14-16	AK
6-13-16	NV
6-13-16	AZ
6-13-16	PA
6-13-16	MT
6-13-16	AZ
6-13-16	IN
12-6-16	AZ
12-6-16	CA
12-6-16	NC
12-6-16	VA
12-6-16	CA
12-6-16	CO
12-6-16	CA
12-6-16	WA
12-6-16	CO
12-6-16	IN
12-6-16	PA
12-6-16	MN
12-6-16	NY
12-6-16	NY
11-6-16	CA
11-6-16	AZ
11-6-16	PA
11-6-16	PA
11-6-16	CA
11-6-16	FL
11-6-16	MA
11-6-16	MN
